#Table1
class,g,r,z
QSO,18.86202,18.6627,0.9176108
GALAXY,18.87842,17.65151,0.1504898
QSO,19.60589,19.06403,2.061764
GALAXY,17.516,16.59286,0.09557114
GALAXY,17.53522,16.55236,0.09535529
GALAXY,16.10573,15.21562,0.03587253
QSO,21.4287,21.3352,2.535371
GALAXY,22.93336,20.94136,0.5388425
QSO,21.99315,21.49544,1.138707
GALAXY,23.18639,21.76811,0.7217032
GALAXY,16.78679,16.00201,0.08467862
GALAXY,18.43063,17.24778,0.150777
GALAXY,18.76358,17.65306,0.1501351
GALAXY,17.58451,16.58664,0.0950123
QSO,20.2056,20.07561,2.689406
GALAXY,17.87073,16.73852,0.1594188
GALAXY,18.45608,17.64346,0.1579997
GALAXY,18.28677,17.19791,0.1508875
QSO,20.75607,20.65423,2.600733
GALAXY,22.66575,20.70146,0.4879076
GALAXY,22.84769,20.96761,0.7219483
GALAXY,22.37048,21.07368,5.323293E-05
GALAXY,22.37048,21.07368,0.726532
GALAXY,17.90001,16.92591,0.0952765
GALAXY,18.43268,17.34344,0.1612843
GALAXY,21.39978,21.14394,0.0001352148
QSO,21.72043,21.59024,2.260326
QSO,21.72043,21.59024,2.261826
GALAXY,22.62727,21.83725,2.300026E-05
QSO,20.88642,19.40668,0.4896627
GALAXY,23.25518,21.29276,0.7691358
GALAXY,22.14428,20.74959,0.6152899
QSO,17.20506,17.53734,1.106079
GALAXY,18.07333,17.07254,0.09673389
GALAXY,17.98718,17.18846,0.1139037
QSO,19.51353,19.51176,2.228625
QSO,19.51353,19.51176,2.228375
GALAXY,17.45942,16.39634,0.09432663
QSO,21.10122,20.77005,0.6816891
GALAXY,21.47144,19.57037,0.3859267
GALAXY,21.79475,20.34931,0.4815536
GALAXY,21.81736,20.93215,0.6592861
QSO,16.99209,16.94836,1.077066
GALAXY,18.39974,17.28314,0.1244308
GALAXY,17.98516,17.46714,0.09500289
GALAXY,21.59657,19.96969,0.5495457
GALAXY,21.59657,19.96969,0.5495936
QSO,22.27629,21.7984,1.752657
QSO,19.91682,19.81296,2.265414
QSO,19.91682,19.81296,2.265301
GALAXY,18.5302,17.44971,0.1139529
GALAXY,18.18605,17.37747,0.1339178
GALAXY,21.87553,20.20183,0.4862136
GALAXY,21.87553,20.20183,0.4866918
GALAXY,22.59624,20.6664,0.5517148
GALAXY,22.59624,20.6664,0.5514924
GALAXY,18.07471,17.76889,0.02335118
GALAXY,18.16093,17.59907,0.1236402
QSO,18.91033,18.71246,0.7713616
GALAXY,17.92302,17.11018,0.1141676
GALAXY,19.2385,18.10816,0.226657
GALAXY,22.90771,21.40337,0.6735723
GALAXY,22.90771,21.40337,0.674652
QSO,21.66562,21.16103,1.165544
QSO,21.66562,21.16103,1.509868
GALAXY,20.98087,20.07706,0.5500764
GALAXY,20.98087,20.07706,0.5502389
GALAXY,20.98087,20.07706,0.5504826
GALAXY,18.32725,17.30066,0.1105957
GALAXY,18.0947,17.12933,0.09598241
GALAXY,17.67693,16.82551,0.1330486
GALAXY,18.27407,17.74884,0.07470067
GALAXY,20.77989,18.96559,0.3856396
GALAXY,19.2396,17.81287,0.2801188
GALAXY,22.13532,20.63982,0.5486705
GALAXY,21.45784,19.99328,0.5879381
GALAXY,23.23402,21.7084,0.728202
GALAXY,21.98965,20.61621,0.6400541
QSO,23.71479,21.2623,5.270058
GALAXY,22.79488,20.60552,0.5494327
GALAXY,22.79488,20.60552,0.5499152
GALAXY,22.45019,20.54,0.5088603
GALAXY,17.97134,17.26079,0.08692535
QSO,20.7785,20.58737,2.265547
GALAXY,23.13565,21.46681,0.5844039
GALAXY,23.13565,21.46681,0.58442
GALAXY,21.89188,20.39487,0.6894269
GALAXY,21.89188,20.39487,0.6894361
GALAXY,17.93822,17.21548,0.1335348
GALAXY,17.30973,16.17525,0.1370104
GALAXY,18.82668,17.74153,0.1375531
GALAXY,18.08264,17.22886,0.1117112
GALAXY,18.41598,17.63296,0.1371191
QSO,20.74089,20.74671,2.498422
QSO,20.74089,20.74671,2.498936
GALAXY,21.99355,21.72029,0.7743804
GALAXY,22.24405,21.05428,0.5868667
GALAXY,22.63972,20.9719,0.5408552
GALAXY,17.3125,16.17862,0.1374049
GALAXY,17.3125,16.17862,0.1373722
QSO,19.29625,18.95885,0.1346428
GALAXY,18.59734,18.12431,0.1321922
GALAXY,17.0717,16.65145,0.03641907
GALAXY,17.76311,16.91794,0.1383506
GALAXY,18.52877,17.38281,0.1329735
GALAXY,18.51298,17.83494,0.1325367
QSO,18.64525,17.64303,0.1384492
GALAXY,21.51583,19.66821,0.5880744
GALAXY,21.51583,19.66821,0.5882076
GALAXY,18.79574,17.72509,0.1375161
GALAXY,23.23375,21.00239,0.5390106
GALAXY,23.23375,21.00239,0.5392232
QSO,20.96088,20.88401,0.7304429
QSO,20.96088,20.88401,0.7304022
QSO,21.79643,21.65024,2.30061
GALAXY,21.40888,20.37972,0.705079
GALAXY,22.0145,20.905,0.7196745
GALAXY,22.83928,20.91855,0.5978938
GALAXY,22.76523,20.67008,0.5833565
GALAXY,18.22994,17.24206,0.08247235
GALAXY,18.22994,17.24206,0.08253282
GALAXY,21.6337,20.29375,0.6010398
GALAXY,23.14249,21.12945,0.6542306
QSO,21.11091,21.06319,2.245836
GALAXY,22.36023,20.74427,0.4178126
QSO,22.01424,21.7609,3.194115
GALAXY,22.17681,20.83283,0.6278558
GALAXY,18.99803,17.72928,0.2070788
GALAXY,18.08726,17.31102,0.08337064
GALAXY,17.30218,16.3336,0.08339317
GALAXY,22.96571,20.96,0.6277
GALAXY,18.14517,17.23925,0.08530828
GALAXY,18.77232,17.4956,0.1940414
GALAXY,22.1854,21.26031,0.6543993
GALAXY,18.23309,17.64977,0.1201369
GALAXY,18.09789,17.15283,0.08674903
GALAXY,16.64748,15.68849,0.08187259
GALAXY,18.40635,17.4049,0.08721326
GALAXY,18.45255,17.43991,0.1071918
GALAXY,19.10606,19.01828,0.0837586
QSO,19.44004,19.10165,1.022185
GALAXY,18.21876,17.69519,0.08357225
GALAXY,21.62611,20.04456,0.4655232
GALAXY,22.49244,20.30988,0.4760495
GALAXY,21.29833,20.18846,0.653572
GALAXY,22.46267,20.6134,0.6483386
GALAXY,22.4205,20.92403,0.626169
GALAXY,23.35094,21.18089,0.6557572
GALAXY,18.59917,18.47414,0.04876805
GALAXY,20.4947,18.71219,0.3540857
QSO,21.25986,21.15509,2.482195
GALAXY,22.34492,20.9023,0.6576696
GALAXY,21.69572,20.07203,0.4125667
GALAXY,22.04117,21.54557,-0.0001330968
GALAXY,18.48239,17.39516,0.140623
GALAXY,18.24833,17.721,0.1407404
QSO,19.45136,19.37152,2.381975
GALAXY,19.03961,18.74065,0.08167755
QSO,21.95527,21.79699,2.443638
QSO,22.22384,21.7518,1.927191
GALAXY,21.93952,20.23827,0.5004748
GALAXY,17.35253,16.83532,0.08786316
QSO,19.31905,19.20258,1.668544
GALAXY,18.78701,18.31129,0.1936808
QSO,18.3985,17.83779,3.209668
GALAXY,16.34508,15.45705,0.08318309
GALAXY,21.55909,21.42093,0.3827941
GALAXY,21.58556,19.97951,0.4207489
GALAXY,21.80299,20.27032,0.4971524
GALAXY,22.74556,20.89348,0.5229273
GALAXY,22.74556,20.89348,0.5225754
GALAXY,18.68508,17.91232,0.1811761
GALAXY,18.14087,17.52223,0.08232437
QSO,19.56103,19.17136,1.555031
GALAXY,16.67935,16.09998,0.08221379
GALAXY,18.35675,17.39416,0.09382221
GALAXY,17.97015,16.71816,0.1806652
GALAXY,18.27724,17.70707,0.07102071
GALAXY,21.12034,19.30015,0.4217054
GALAXY,21.12034,19.30015,0.4218797
GALAXY,21.22957,20.08001,0.5272418
GALAXY,22.09792,20.19274,0.5243449
GALAXY,22.3295,20.68869,0.5267113
QSO,22.43051,21.77682,1.262691
GALAXY,22.0991,20.40264,0.4944114
GALAXY,22.26466,20.60626,0.5245024
GALAXY,21.4574,19.44317,0.4225264
GALAXY,22.15017,20.10705,0.4674936
GALAXY,21.46137,20.4115,0.5226089
GALAXY,22.11989,20.34232,0.5230114
GALAXY,22.67841,20.75902,0.5281445
GALAXY,16.80526,16.02937,0.07058822
GALAXY,16.38734,15.53586,0.07130298
GALAXY,21.65805,19.89665,0.5222031
GALAXY,17.54676,17.12257,0.06995335
GALAXY,17.85289,17.45732,0.07149505
GALAXY,17.81692,17.28252,0.0712128
GALAXY,19.77996,18.23317,0.2842366
GALAXY,22.23922,20.22694,0.604169
GALAXY,22.65428,20.55812,0.5247236
GALAXY,21.96401,20.742,0.4737819
GALAXY,22.32572,20.87444,0.5925418
GALAXY,18.51315,17.61728,0.09478344
GALAXY,18.51315,17.61728,0.09481148
GALAXY,18.2669,17.37512,0.09494004
GALAXY,18.2669,17.37512,0.09492067
GALAXY,18.88197,17.88061,0.170514
GALAXY,21.32047,19.6615,0.4725847
GALAXY,20.86166,19.08548,0.4191992
GALAXY,21.20783,19.18147,0.3876289
GALAXY,17.83784,17.05046,0.1082375
GALAXY,21.01552,19.59026,0.4872006
QSO,19.86577,19.86803,1.698866
GALAXY,21.99029,20.14426,0.4693882
QSO,21.89197,21.7141,1.683214
QSO,21.26224,21.14996,2.550973
QSO,20.31435,20.12991,2.658986
QSO,20.22414,20.32563,2.417778
GALAXY,21.78129,21.89115,0.4799538
GALAXY,21.75133,20.12119,0.4870131
QSO,21.75693,21.51255,1.27593
GALAXY,21.74765,20.27947,0.4861436
GALAXY,23.75179,21.43606,0.5821358
GALAXY,17.02861,16.27067,0.08218931
GALAXY,17.02861,16.27067,0.08214367
GALAXY,18.20459,17.27204,0.08536635
GALAXY,18.20459,17.27204,0.08537375
GALAXY,17.18443,16.25974,0.08014102
QSO,21.71017,21.89556,2.379991
GALAXY,22.66408,21.39986,0.6536205
GALAXY,21.98824,20.48461,0.5471938
GALAXY,20.7859,19.02607,0.3968098
GALAXY,22.42601,20.66271,0.5505863
GALAXY,22.42601,20.66271,0.550594
GALAXY,22.58094,21.05594,0.5501781
GALAXY,23.05417,21.08718,0.54887
GALAXY,22.99204,20.95424,0.652558
QSO,19.06219,18.85251,1.012156
QSO,19.06219,18.85251,1.01248
GALAXY,16.74808,15.9983,0.08611171
GALAXY,16.74808,15.9983,0.08621106
GALAXY,18.7428,17.69518,0.1464988
GALAXY,18.7428,17.69518,0.1465485
GALAXY,18.35461,17.55986,0.1725928
GALAXY,18.35461,17.55986,0.1725014
GALAXY,23.14603,21.09325,0.5254832
GALAXY,22.04266,20.30984,0.5389338
GALAXY,22.04266,20.30984,0.539331
GALAXY,21.96007,20.49843,0.5240368
GALAXY,22.64464,20.96754,0.6012943
GALAXY,22.43276,20.63045,0.5467149
GALAXY,22.28025,20.53529,0.4836475
GALAXY,16.98489,16.84941,0.0468502
GALAXY,16.98489,16.84941,0.04684968
GALAXY,15.86427,15.43498,0.0226515
GALAXY,15.86427,15.43498,0.02267708
GALAXY,18.69385,17.67891,0.1329671
GALAXY,18.69385,17.67891,0.1329636
GALAXY,16.15668,15.17356,0.04800756
GALAXY,16.15668,15.17356,0.04802551
GALAXY,18.88749,18.40932,0.04854106
GALAXY,18.88749,18.40932,0.04857774
GALAXY,17.72553,17.07246,0.04884269
GALAXY,17.72553,17.07246,0.04884202
GALAXY,18.28831,17.26033,0.1243176
GALAXY,18.28831,17.26033,0.1243232
QSO,20.44753,20.08653,2.981509
GALAXY,18.21607,17.74561,0.04761122
GALAXY,18.21607,17.74561,0.04762284
GALAXY,22.28349,20.30246,0.7881882
GALAXY,21.70815,21.02962,0.6675816
GALAXY,21.43075,20.81613,0.680503
GALAXY,21.02704,20.40064,0.6516311
GALAXY,22.79605,21.3476,0.5825739
GALAXY,18.73845,24.80198,0.1213445
GALAXY,18.73845,24.80198,0.1213554
GALAXY,17.9696,17.04139,0.09642912
GALAXY,17.9696,17.04139,0.09635995
GALAXY,16.60751,15.7413,0.04814943
GALAXY,16.60751,15.7413,0.04816229
QSO,19.63831,19.56811,1.579277
QSO,19.63831,19.56811,1.582891
QSO,21.71717,21.66409,2.358251
GALAXY,22.61993,20.92625,0.6964952
QSO,19.5118,19.32648,2.985771
GALAXY,18.07123,16.93958,0.1614274
GALAXY,18.07123,16.93958,0.1614137
QSO,20.81979,20.59704,3.066438
GALAXY,22.16771,21.74467,0.5949727
QSO,21.79382,21.90468,2.155918
QSO,21.65931,21.34376,1.539512
GALAXY,21.81138,21.70943,0.6090926
GALAXY,21.18033,19.82286,0.5481569
QSO,22.16589,21.67808,5.439945
GALAXY,21.24814,20.73348,0.7125353
GALAXY,22.23284,20.44739,0.6207398
GALAXY,17.98499,16.67496,0.1964816
GALAXY,17.98499,16.67496,0.196409
GALAXY,18.42776,17.52035,0.1692192
GALAXY,18.42776,17.52035,0.1691245
GALAXY,19.17595,17.87119,0.2148068
GALAXY,19.17595,17.87119,0.2148149
QSO,20.86965,20.73284,0.6572335
GALAXY,20.95631,20.50475,0.1419773
GALAXY,20.96862,19.78979,0.4788851
QSO,21.92429,20.6756,6.568418
QSO,21.69539,21.56703,2.272526
GALAXY,24.84625,21.15339,0.6343001
QSO,20.20658,20.05172,2.388336
GALAXY,17.58243,16.73159,0.07512174
GALAXY,17.58243,16.73159,0.07509811
GALAXY,17.74154,17.12692,0.08486293
GALAXY,17.74154,17.12692,0.08483575
GALAXY,17.30027,16.25724,0.08241925
GALAXY,17.30027,16.25724,0.08244029
GALAXY,18.21812,17.40307,0.08275445
GALAXY,18.21812,17.40307,0.0827243
GALAXY,17.63082,16.79158,0.08376443
GALAXY,17.63082,16.79158,0.08377131
GALAXY,17.29581,16.2774,0.08375002
GALAXY,17.29581,16.2774,0.08370721
GALAXY,16.26441,15.2894,0.08517651
GALAXY,16.26441,15.2894,0.0852026
GALAXY,18.16391,17.14831,0.0850733
GALAXY,18.16391,17.14831,0.08511697
GALAXY,18.32763,17.29362,0.08319245
GALAXY,18.32763,17.29362,0.08312989
GALAXY,18.65836,17.61077,0.08536195
GALAXY,18.65836,17.61077,0.08536412
GALAXY,19.6763,18.13743,0.286101
GALAXY,19.6763,18.13743,0.2860384
GALAXY,22.97153,20.6001,0.5105565
GALAXY,21.33372,19.46151,0.3979164
GALAXY,21.56141,20.65274,0.6752014
GALAXY,18.06355,16.85553,0.1386686
GALAXY,18.17088,17.1742,0.08389351
GALAXY,18.17088,17.1742,0.08392805
GALAXY,18.688,17.81327,0.08299231
GALAXY,18.688,17.81327,0.08304245
GALAXY,18.49504,17.50739,0.08360461
GALAXY,18.49504,17.50739,0.08353737
GALAXY,18.21348,17.06945,0.08485594
GALAXY,18.21348,17.06945,0.08488199
GALAXY,18.14615,17.13807,0.1212132
GALAXY,18.14615,17.13807,0.1212496
GALAXY,21.06407,19.11689,0.4003954
GALAXY,22.70515,21.0433,0.6291043
GALAXY,17.47486,16.51691,0.1400829
GALAXY,17.47486,16.51691,0.1401437
GALAXY,18.17764,17.0414,0.1511038
QSO,20.81543,20.64298,0.8676409
GALAXY,22.35178,20.62384,0.6162275
GALAXY,23.18534,21.13194,0.6288428
GALAXY,19.10783,17.57783,0.2227741
GALAXY,21.149,19.34802,0.3984921
GALAXY,16.86964,16.15669,0.067113
GALAXY,18.34693,17.92186,0.06568207
GALAXY,18.34693,17.92186,0.0656658
GALAXY,20.40103,18.25958,0.2237379
GALAXY,19.70254,18.20017,0.2230272
GALAXY,22.46522,20.73417,0.4877101
GALAXY,21.63132,20.74728,0.6008475
GALAXY,18.33707,17.75723,0.0665663
GALAXY,18.16287,17.01072,0.1214631
GALAXY,18.16287,17.01072,0.1214126
GALAXY,18.59277,17.77787,0.1378675
GALAXY,18.59277,17.77787,0.1378882
GALAXY,18.66429,17.67302,0.06597181
GALAXY,18.55827,17.74539,0.06632589
GALAXY,18.55827,17.74539,0.06645406
GALAXY,24.04905,21.0725,0.6280735
QSO,20.42502,20.16884,6.157608
GALAXY,23.58497,21.14614,0.4877754
GALAXY,21.70493,20.27655,0.5344104
GALAXY,21.34507,19.44966,0.3723394
GALAXY,18.7362,17.59795,0.1621903
GALAXY,18.7362,17.59795,0.1620814
GALAXY,18.56634,17.92304,0.139093
GALAXY,18.56634,17.92304,0.1391347
GALAXY,21.24847,19.40252,0.3729196
GALAXY,18.12857,17.1333,0.1545242
QSO,22.11033,22.18024,2.245889
GALAXY,20.33571,18.42274,0.3739158
GALAXY,20.33571,18.42274,0.3735983
GALAXY,22.31972,20.50081,0.4626826
GALAXY,23.12053,21.32654,0.5550265
GALAXY,22.71156,21.43259,0.6605978
GALAXY,18.92684,17.68564,0.1625341
GALAXY,18.92684,17.68564,0.1626315
GALAXY,17.54671,16.53705,0.08210525
QSO,19.48361,19.01511,1.132479
GALAXY,18.77611,17.78587,0.09564697
GALAXY,21.06925,19.28058,0.3011687
GALAXY,22.81818,20.44409,0.7090325
GALAXY,22.81818,20.44409,0.7096866
GALAXY,22.94206,20.85955,0.7246766
GALAXY,17.28679,16.72118,0.08193211
GALAXY,20.42965,18.75604,0.2852365
GALAXY,22.79358,20.88616,0.4615235
GALAXY,22.80617,21.0508,0.6247616
GALAXY,21.91182,20.48545,0.6191479
GALAXY,22.94063,21.42001,0.7272285
GALAXY,18.38853,17.8232,0.07832438
GALAXY,15.80118,14.94779,0.0391009
GALAXY,20.91752,19.26764,0.3302504
GALAXY,18.13535,17.2018,0.07857849
GALAXY,17.36826,16.59454,0.07432002
QSO,19.54505,19.49717,1.619811
GALAXY,18.2929,17.7184,0.07917763
GALAXY,18.78925,17.85279,0.07848268
GALAXY,16.76576,15.75826,0.07815152
GALAXY,18.10399,17.60947,0.03899118
QSO,22.16872,22.08129,1.266431
GALAXY,18.98044,17.62254,0.1653359
GALAXY,23.69365,21.20589,0.6043978
GALAXY,21.36706,20.281,0.2998778
GALAXY,21.69643,20.24026,0.4692771
GALAXY,20.75469,18.93388,0.310515
QSO,20.25928,20.17893,0.5286902
GALAXY,20.62897,18.73656,0.3403659
GALAXY,20.66791,18.99543,0.4298595
QSO,22.41804,21.11613,0.7667347
GALAXY,22.59286,20.90415,0.5171043
GALAXY,20.3513,18.76094,0.2987027
GALAXY,20.18709,18.50993,0.2999383
GALAXY,17.55009,16.78776,0.09544618
GALAXY,22.96705,20.87743,0.5066021
GALAXY,18.30891,17.47006,0.1539818
GALAXY,19.99353,18.36534,0.2795167
GALAXY,22.19967,20.4441,0.446203
GALAXY,22.76616,21.18389,0.5783188
GALAXY,23.04927,20.94125,0.5072712
QSO,19.32458,19.28635,0.5724498
GALAXY,16.99019,16.21659,0.05460909
GALAXY,19.37061,19.01207,0.07821105
GALAXY,17.14495,16.43756,0.05484087
GALAXY,23.28939,21.14554,0.5891153
GALAXY,16.56397,15.63329,0.03901537
GALAXY,22.35332,20.99439,0.5569501
GALAXY,19.52494,17.95707,0.2796915
GALAXY,20.33519,18.66544,0.310899
GALAXY,20.42151,18.61574,0.3137352
GALAXY,22.25021,21.00924,0.5581352
GALAXY,22.28128,20.66374,0.5294164
GALAXY,22.17345,20.30864,0.5280348
GALAXY,16.22706,15.2171,0.0795781
GALAXY,18.71306,17.75637,0.08088809
QSO,20.93736,20.864,0.1504135
QSO,21.96,21.92819,2.084059
GALAXY,22.57862,21.0479,0.5877835
GALAXY,22.53608,21.00276,0.5676386
GALAXY,21.98937,20.41787,0.5819163
GALAXY,22.24207,20.20065,0.550496
GALAXY,23.57329,21.11316,0.5802756
GALAXY,18.52176,17.84064,0.09577005
GALAXY,18.52176,17.84064,0.09589694
GALAXY,18.4221,17.51282,0.07964411
GALAXY,18.0469,17.7265,0.07408878
GALAXY,18.31878,17.5914,0.1204419
GALAXY,18.33725,17.78082,0.0302637
GALAXY,21.68732,20.33931,0.5588857
GALAXY,22.26591,21.04027,0.624831
GALAXY,21.64967,20.27344,0.6248938
GALAXY,22.78584,20.96084,0.587992
GALAXY,21.39688,19.60211,0.4316097
GALAXY,18.05437,17.11965,0.1601867
GALAXY,16.11138,15.52603,0.05485537
GALAXY,22.01534,20.84872,0.6259253
GALAXY,22.71993,20.72692,0.5532985
QSO,21.05346,20.55985,1.271168
GALAXY,22.058,20.5093,0.477644
GALAXY,17.74335,17.35882,0.05451467
GALAXY,22.3561,20.53662,0.4576712
GALAXY,20.8961,19.20201,0.30135
GALAXY,21.71756,20.18922,0.365617
GALAXY,22.30409,21.01051,0.5894412
GALAXY,22.03293,20.55385,0.5883692
GALAXY,19.72261,18.07286,0.3009112
GALAXY,17.84888,16.8754,0.07765351
QSO,19.76867,19.7356,0.7825161
GALAXY,18.71545,17.78756,0.09551791
GALAXY,18.60475,17.51918,0.1142217
GALAXY,21.94065,20.12519,0.4840333
GALAXY,22.49985,20.88688,0.5411692
GALAXY,21.66882,20.17352,0.4849698
GALAXY,22.10678,20.44281,0.4864865
GALAXY,23.95934,21.48154,0.691727
GALAXY,21.65692,20.26601,0.5575721
GALAXY,22.70882,21.21834,0.6251761
GALAXY,22.5687,20.62251,0.4962364
GALAXY,20.97888,19.25442,0.4863873
QSO,20.73204,20.64566,0.7266585
GALAXY,22.07377,20.36174,0.5453808
GALAXY,17.40596,16.35528,0.1308179
GALAXY,17.40596,16.35528,0.1308362
GALAXY,18.16406,17.33047,0.1363534
GALAXY,18.16406,17.33047,0.1363753
QSO,21.96311,22.01745,2.653732
GALAXY,18.42248,17.7812,0.1304474
GALAXY,18.42248,17.7812,0.130435
QSO,21.74819,21.8368,1.88565
GALAXY,20.70281,18.83803,0.4061662
GALAXY,21.74828,20.26361,0.5051035
QSO,21.68135,21.49277,2.727796
GALAXY,17.52617,16.46634,0.1208346
GALAXY,17.52617,16.46634,0.1207544
GALAXY,17.13314,16.53389,0.0310658
GALAXY,17.13314,16.53389,0.03105887
GALAXY,21.20701,19.42561,0.4738666
GALAXY,21.20701,19.42561,0.4740358
GALAXY,21.43002,20.16408,0.2342659
QSO,19.27802,19.22117,2.745401
QSO,19.27802,19.22117,2.74519
QSO,19.27802,19.22117,2.745947
GALAXY,22.97721,21.08407,0.7561627
GALAXY,21.59587,19.81378,0.5013666
GALAXY,21.98002,20.04057,0.5025673
GALAXY,21.15689,19.58949,0.4771999
GALAXY,17.66792,17.15151,0.07817142
GALAXY,17.66792,17.15151,0.07819632
GALAXY,18.30346,17.63694,0.07858445
GALAXY,-9999,-9999,0.1193164
GALAXY,-9999,-9999,0.1193331
GALAXY,18.63115,17.17682,0.222306
GALAXY,18.63115,17.17682,0.2222592
QSO,20.83695,20.38673,2.891533
GALAXY,22.10288,20.2135,0.5024474
GALAXY,21.98917,20.42361,0.551966
GALAXY,22.54209,20.65801,0.6208074
QSO,22.15836,21.961,1.148575
GALAXY,21.86409,19.99179,0.5499192
GALAXY,23.04295,21.43713,0.6339499
QSO,21.55606,21.3083,0.5597595
GALAXY,21.9852,20.03923,0.5037481
GALAXY,22.05593,20.54827,0.5037531
GALAXY,14.14376,13.25364,0.0304112
GALAXY,14.14376,13.25364,0.03040131
GALAXY,16.30075,15.44654,0.02989913
GALAXY,16.30075,15.44654,0.02992242
GALAXY,17.9466,17.11826,0.03160265
QSO,19.27431,18.95434,0.9827986
GALAXY,20.17458,18.58421,0.288958
QSO,20.69886,20.2761,2.209551
GALAXY,21.83612,20.70065,0.5489576
GALAXY,22.85583,21.01767,0.6173452
GALAXY,21.3917,19.47591,0.3898043
GALAXY,22.67305,21.05047,0.5342645
GALAXY,22.23842,20.58485,0.5396167
GALAXY,18.42027,17.05408,0.2161981
GALAXY,15.62012,15.041,0.0295817
GALAXY,15.62012,15.041,0.02956719
GALAXY,21.69113,20.62173,0.3263166
GALAXY,18.65584,17.70706,0.1235008
GALAXY,18.65584,17.70706,0.1234297
GALAXY,18.57797,17.5888,0.108657
GALAXY,18.57797,17.5888,0.1085754
GALAXY,19.78598,19.47611,0.2997589
GALAXY,22.41257,20.71535,0.556958
QSO,21.80429,21.44127,2.889357
GALAXY,23.22056,21.0204,0.6740331
GALAXY,22.35058,20.40376,0.492276
GALAXY,22.29936,20.85555,0.5747626
GALAXY,21.87962,20.25884,0.5717437
GALAXY,22.31838,20.48825,0.5718206
GALAXY,22.54927,21.06547,0.5540599
GALAXY,18.17471,17.46927,0.1097059
GALAXY,17.62141,16.53382,0.1366739
GALAXY,17.62141,16.53382,0.1366414
GALAXY,16.59277,15.70658,0.07221484
GALAXY,18.17777,17.06353,0.1368113
GALAXY,18.17777,17.06353,0.1368034
GALAXY,-9999,-9999,0.3276791
GALAXY,22.00793,20.38638,0.55975
GALAXY,18.06951,17.70663,0.03472138
GALAXY,18.06951,17.70663,0.03472417
GALAXY,20.05146,18.49206,0.2985316
GALAXY,20.96839,19.22183,0.4589883
GALAXY,22.30963,20.76844,0.6289242
QSO,21.8671,21.78306,3.054374
QSO,22.06034,21.95429,2.468574
QSO,18.53411,18.38498,1.257858
QSO,18.53411,18.38498,1.257948
QSO,19.02275,18.92752,1.974357
QSO,19.02275,18.92752,1.971239
QSO,20.15188,20.00614,1.443942
QSO,20.34818,20.19124,2.504849
QSO,21.66965,21.68853,2.339273
GALAXY,21.76334,19.9264,0.4801596
GALAXY,23.54479,20.88053,0.6399639
GALAXY,22.69948,20.95763,0.4893774
GALAXY,22.44185,20.91798,0.5649785
GALAXY,21.51356,20.66865,0.5713319
GALAXY,16.14879,15.72019,0.03325611
GALAXY,19.67684,18.16718,0.2792944
GALAXY,21.10619,19.33978,0.4510646
GALAXY,20.12421,18.56651,0.2790094
GALAXY,21.52431,20.24175,0.5699962
GALAXY,23.08392,21.99833,0.6611986
GALAXY,23.08392,21.99833,0.6609164
QSO,21.55981,21.61538,2.480233
GALAXY,18.22254,17.09433,0.149816
GALAXY,18.2234,17.03866,0.1510335
GALAXY,18.18554,17.02209,0.1500348
GALAXY,21.97339,21.17487,0.1528378
GALAXY,18.52519,17.55687,0.1409565
GALAXY,18.46315,17.27555,0.1635122
GALAXY,18.9036,17.86917,0.1376884
GALAXY,17.67455,16.96098,0.116515
QSO,22.05669,20.23635,1.109347
GALAXY,22.05669,20.23635,0.6367024
GALAXY,22.20292,20.88362,0.6500155
GALAXY,21.62767,20.42616,0.5690677
GALAXY,19.86976,18.25627,0.2821884
GALAXY,21.60325,19.37402,-0.0001210389
GALAXY,21.13717,19.44226,0.5569588
GALAXY,18.50639,17.75016,0.08232479
GALAXY,18.3453,17.34991,0.1100327
GALAXY,15.56652,14.92086,0.03717615
GALAXY,15.56652,14.92086,0.03717804
GALAXY,19.35662,17.74479,0.2796753
QSO,21.46892,21.53779,2.210889
GALAXY,21.95996,20.41427,0.5234861
GALAXY,21.95996,20.41427,0.5235754
GALAXY,21.76571,20.73923,0.6374297
GALAXY,22.13346,20.52226,0.5683218
GALAXY,21.81307,20.63092,0.3460028
GALAXY,21.29911,19.76988,0.5398688
QSO,19.49753,19.36914,0.4847173
GALAXY,17.68983,16.74287,0.1092154
GALAXY,22.82354,21.04072,0.6256335
GALAXY,17.34765,16.35417,0.1087394
GALAXY,22.03628,20.59204,0.5221232
GALAXY,22.34262,20.8915,0.5429341
GALAXY,19.68496,18.05842,0.2645543
GALAXY,20.25598,18.68475,0.2937991
GALAXY,20.25598,18.68475,0.293755
GALAXY,21.09232,19.78451,0.2439342
QSO,21.30632,21.14211,4.080857
GALAXY,22.58014,20.86571,0.5702372
GALAXY,22.54506,21.0343,0.5658398
GALAXY,22.01541,20.59009,0.5703599
GALAXY,22.1316,20.38097,0.5629714
GALAXY,22.1316,20.38097,0.5630378
GALAXY,22.05592,20.2447,0.5631605
GALAXY,20.24326,18.63033,0.2596602
GALAXY,20.21269,18.51012,0.3211826
GALAXY,21.498,19.56137,0.344503
GALAXY,22.30888,20.6577,0.5341046
QSO,20.86811,19.11694,0.5669129
GALAXY,20.86811,19.11694,0.4555613
GALAXY,20.86811,19.11694,0.455705
