#Table1
class,g,r,z
GALAXY,18.08109,17.12351,0.08382601
GALAXY,20.8188,19.02603,0.3377227
GALAXY,21.64539,20.11968,0.4947321
GALAXY,23.89437,21.47054,0.6204876
GALAXY,23.89437,21.47054,0.6207074
GALAXY,21.35675,19.9406,0.4943754
GALAXY,25.11405,19.34103,0.6060506
GALAXY,21.39713,19.59192,0.41229
GALAXY,22.18459,20.04081,0.5782149
GALAXY,22.04193,20.6824,0.4957434
GALAXY,21.06047,19.33837,0.4102288
GALAXY,17.89528,17.04847,0.1602293
QSO,21.70815,20.47305,0.4982478
GALAXY,21.70815,20.47305,0.4984551
GALAXY,18.50306,17.93245,0.1701864
QSO,20.72871,20.47677,2.852491
QSO,20.25852,19.96924,2.90835
QSO,20.25852,19.96924,2.908607
QSO,22.10635,22.03646,1.570926
GALAXY,22.11156,20.93904,0.6199574
GALAXY,22.28637,20.65283,0.4731128
GALAXY,22.33335,20.86408,0.6073002
GALAXY,23.50876,21.33779,0.6202239
QSO,19.95801,19.80482,2.428456
GALAXY,17.86199,17.29808,0.08413917
GALAXY,21.97024,20.41517,0.4932398
GALAXY,21.97024,20.41517,0.49331
GALAXY,21.89039,20.93599,0.7414567
GALAXY,21.13024,19.20375,0.3934804
GALAXY,22.18932,20.43917,0.5518531
GALAXY,22.04282,20.51577,0.4919167
GALAXY,22.04282,20.51577,0.4918066
GALAXY,21.69464,19.67985,0.3923369
GALAXY,18.51771,17.26641,0.1307617
GALAXY,17.7492,16.51185,0.1575679
GALAXY,17.51514,16.45612,0.1109957
GALAXY,17.93924,17.43603,0.06454878
GALAXY,18.62934,17.76018,0.1037146
GALAXY,18.82718,17.62358,0.1953122
GALAXY,21.88454,20.3203,0.4777435
GALAXY,21.02044,19.07012,0.3934494
GALAXY,21.02044,19.07012,0.3933776
GALAXY,21.02044,19.07012,0.3934565
QSO,21.77269,21.68946,1.54317
QSO,20.70891,20.7083,2.495958
QSO,20.70891,20.7083,2.495624
GALAXY,22.55555,21.10757,0.4631673
GALAXY,22.1636,20.49101,0.4645005
GALAXY,21.51244,19.58167,0.3929152
GALAXY,20.89894,19.13112,0.3264763
GALAXY,20.89894,19.13112,0.3266509
GALAXY,21.6026,19.91677,0.4303327
GALAXY,23.20105,21.03539,0.6071099
GALAXY,22.1413,20.28267,0.474176
GALAXY,21.81328,20.40983,0.4781654
GALAXY,17.97489,17.07306,0.07474796
GALAXY,18.61544,17.3388,0.1692727
GALAXY,22.51161,20.42352,0.3270104
GALAXY,17.4616,16.27953,0.1589206
QSO,21.57254,21.38764,2.17968
GALAXY,23.0102,21.01935,0.5544649
GALAXY,21.04523,20.05298,0.5561803
GALAXY,23.38843,21.0849,0.6130853
GALAXY,19.16814,17.87555,0.1715438
GALAXY,19.04867,17.83315,0.1584459
GALAXY,18.69916,17.4192,0.171845
GALAXY,18.25263,17.03834,0.1599996
GALAXY,22.67877,20.70418,0.5696042
GALAXY,20.58173,18.83911,0.4295537
GALAXY,18.30684,16.98896,0.1699974
GALAXY,20.84973,19.0413,0.4321495
GALAXY,21.99147,20.12481,0.4922311
GALAXY,21.14215,19.28757,0.4128895
GALAXY,22.45217,20.71737,0.6126973
GALAXY,21.38181,19.56603,0.4607233
GALAXY,22.12206,20.22782,0.4609452
GALAXY,21.19424,19.28486,0.4331891
GALAXY,23.33442,21.28692,0.5590148
GALAXY,21.45349,19.49931,0.434708
GALAXY,21.45349,19.49931,0.43501
GALAXY,15.34853,14.57638,0.03457265
GALAXY,21.21693,19.2431,0.4346247
GALAXY,20.67204,18.87274,0.4343885
GALAXY,18.67173,17.42359,0.1686352
GALAXY,17.20797,16.73704,0.03399407
GALAXY,20.27866,18.45771,0.3259946
GALAXY,20.27866,18.45771,0.325918
GALAXY,21.66391,20.16586,0.4864831
GALAXY,21.66391,20.16586,0.4871951
GALAXY,21.76432,20.00485,0.5681782
GALAXY,22.5,20.56285,0.4323485
GALAXY,22.5,20.56285,0.4327025
GALAXY,20.61723,18.94181,0.325654
GALAXY,21.20436,19.29453,0.4327482
QSO,22.02685,22.11292,2.570769
GALAXY,22.20581,20.65845,0.5322865
GALAXY,23.19149,20.7584,0.5701906
GALAXY,23.10967,21.58943,0.5735275
GALAXY,22.34453,20.82605,0.5808343
GALAXY,20.49819,18.82809,0.3258664
GALAXY,21.80182,20.80513,0.6909769
GALAXY,19.18081,17.76716,0.2194917
GALAXY,19.18081,17.76716,0.2195211
QSO,19.49929,18.4683,0.218394
GALAXY,18.30271,17.29875,0.2214076
GALAXY,17.82677,16.84741,0.08571993
GALAXY,19.01797,17.87738,0.1661762
GALAXY,21.86238,20.29529,0.4283378
GALAXY,22.06661,20.35295,0.5496541
GALAXY,22.52234,20.88945,0.4924923
GALAXY,22.65751,21.11372,0.540226
GALAXY,18.50693,17.72569,0.1090757
GALAXY,18.44695,17.4618,0.1151731
GALAXY,18.37607,17.30786,0.1146446
GALAXY,18.37607,17.30786,0.1145226
GALAXY,18.26781,17.43745,0.1151034
GALAXY,19.96781,18.22323,0.3258202
GALAXY,21.99632,20.49468,0.488096
GALAXY,21.99632,20.49468,0.4881586
GALAXY,22.03241,20.50295,0.4866124
GALAXY,22.16556,20.98093,0.491343
GALAXY,22.77175,21.0447,0.7238831
GALAXY,18.65282,17.80327,0.2218692
GALAXY,17.27569,16.47858,0.06377484
GALAXY,17.35526,16.2003,0.1079031
QSO,19.64849,18.89086,0.1977653
GALAXY,19.06544,17.72183,0.2217739
GALAXY,19.06544,17.72183,0.2219315
GALAXY,22.078,20.35269,0.4767722
QSO,22.11379,21.81784,1.716872
GALAXY,16.88308,15.99309,0.08830596
GALAXY,17.76959,16.86443,0.06354916
GALAXY,17.99774,17.26559,0.08880808
GALAXY,19.42972,17.97703,0.2224611
QSO,21.55805,21.26716,1.041022
GALAXY,23.78756,21.63732,0.6463838
GALAXY,23.78756,21.63732,0.6461042
GALAXY,23.78756,21.63732,0.646466
GALAXY,20.81916,18.98891,0.3879586
GALAXY,18.45602,17.48004,0.107443
GALAXY,18.35131,17.59825,0.08541083
GALAXY,23.61649,21.2072,0.6466929
GALAXY,23.61649,21.2072,0.6469993
GALAXY,18.56118,17.78039,0.1958403
GALAXY,18.96836,17.66576,0.2002385
QSO,21.81631,21.82273,2.362018
GALAXY,24.76618,21.2837,0.6454627
GALAXY,24.76618,21.2837,0.6450955
GALAXY,21.96468,20.50756,0.6449227
GALAXY,21.96468,20.50756,0.6445773
GALAXY,22.5535,20.68143,0.6498737
GALAXY,22.5535,20.68143,0.649636
GALAXY,22.11928,20.50905,0.5586489
GALAXY,22.11928,20.50905,0.5588737
GALAXY,22.5165,20.85448,0.5575624
GALAXY,22.29817,20.79318,0.5530308
GALAXY,22.98681,21.22382,0.650521
GALAXY,22.75051,20.7181,0.5578587
GALAXY,22.75051,20.7181,0.5578555
GALAXY,22.98931,21.35931,0.5526991
QSO,19.2936,19.13765,2.133717
GALAXY,17.21841,16.72259,0.05590439
GALAXY,18.37957,17.8603,0.08578822
GALAXY,21.27674,20.90327,0.5193335
GALAXY,20.76773,19.04195,0.317355
GALAXY,20.76773,19.04195,0.3174305
GALAXY,20.88049,19.11484,0.3183155
GALAXY,20.88049,19.11484,0.3182569
GALAXY,22.47447,20.65592,0.4818309
GALAXY,22.47447,20.65592,0.4816318
GALAXY,21.99542,20.22491,0.4838563
GALAXY,21.99542,20.22491,0.4842099
GALAXY,22.76867,21.44333,0.6186777
GALAXY,22.29012,20.93186,0.5425412
GALAXY,17.92359,16.88498,0.116617
QSO,19.34345,18.80966,1.25763
GALAXY,17.37406,16.45548,0.1174573
GALAXY,18.22304,17.64646,0.1193563
GALAXY,21.14954,20.07353,0.5097184
GALAXY,21.98012,20.32553,0.5218315
QSO,21.03204,20.9464,2.684936
QSO,21.03204,20.9464,2.683352
GALAXY,24.38195,22.12463,0.710366
GALAXY,24.38195,22.12463,0.7107462
GALAXY,24.38195,22.12463,0.7109905
GALAXY,21.91179,20.14776,0.5428166
GALAXY,21.91179,20.14776,0.5428138
GALAXY,21.91179,20.14776,0.5424321
GALAXY,23.28628,21.35465,0.6379191
GALAXY,23.28628,21.35465,0.6381211
GALAXY,23.28628,21.35465,0.6380966
GALAXY,21.26225,19.98534,0.542794
GALAXY,22.47129,20.62402,0.5420467
GALAXY,22.47129,20.62402,0.5420069
GALAXY,22.4213,20.93957,0.6268115
GALAXY,22.4213,20.93957,0.6270087
GALAXY,22.47582,21.25097,0.7218633
GALAXY,20.33016,18.40838,0.3930938
GALAXY,21.76752,20.32665,0.45299
GALAXY,18.41511,17.83918,0.07663593
GALAXY,16.89299,15.9381,0.1169617
QSO,19.71573,19.6131,2.246935
GALAXY,17.39741,17.08713,0.0370101
GALAXY,17.39741,17.08713,0.03699991
GALAXY,17.8896,17.30231,0.07603242
GALAXY,21.92901,20.31793,0.5401162
GALAXY,21.92901,20.31793,0.540439
GALAXY,21.28795,19.45894,0.3359785
QSO,21.73751,21.76278,2.624349
QSO,19.0668,18.85602,1.286871
GALAXY,18.63847,17.60115,0.1146084
GALAXY,18.44736,17.44733,0.1154665
GALAXY,18.57415,17.47741,0.1139796
GALAXY,18.57415,17.47741,0.1140129
GALAXY,17.65047,16.61116,0.1140879
GALAXY,17.65047,16.61116,0.1141868
QSO,19.51024,19.32287,0.9774825
GALAXY,18.32874,17.40349,0.1146026
GALAXY,19.06676,17.74897,0.2323608
GALAXY,19.5236,17.88042,0.3014095
GALAXY,18.44837,17.76775,0.1149654
GALAXY,19.233,17.84454,0.2286881
QSO,19.14265,18.59317,0.3959337
GALAXY,22.63587,20.6422,0.6686273
GALAXY,17.77125,17.19883,0.06879531
GALAXY,22.4651,20.46498,0.4985411
QSO,19.4171,19.17485,1.443024
GALAXY,17.27952,16.20985,0.0937122
GALAXY,20.95047,19.15347,0.3577825
QSO,20.27038,19.97765,1.516174
QSO,21.11323,21.28339,2.202062
GALAXY,22.51023,20.78366,0.6246073
GALAXY,21.29504,19.4131,0.3820164
GALAXY,21.88225,20.24988,0.4961693
GALAXY,22.19543,20.34353,0.5021813
GALAXY,17.11905,15.96929,0.1309314
GALAXY,17.11905,15.96929,0.1309222
GALAXY,18.48965,17.69013,0.1310828
GALAXY,18.88883,17.80983,0.130548
GALAXY,18.88883,17.80983,0.1305187
GALAXY,18.17553,17.04311,0.1314735
GALAXY,23.14116,21.184,0.6520472
GALAXY,23.7872,21.25285,0.5007176
QSO,21.96059,20.6996,0.498107
QSO,24.67369,21.50977,4.687252
GALAXY,17.75253,16.81474,0.09085951
GALAXY,17.92266,17.36816,0.02836962
GALAXY,18.3311,17.34269,0.0821771
GALAXY,18.75869,17.49221,0.1318706
GALAXY,22.22598,20.40892,0.4980784
GALAXY,19.61311,17.93862,0.2861006
GALAXY,21.07039,19.24955,0.3012935
GALAXY,18.45048,17.5895,0.1353912
GALAXY,18.4778,17.42385,0.1540978
GALAXY,17.95637,16.99608,0.09241167
GALAXY,18.45809,17.77958,0.1145092
GALAXY,20.38166,18.54762,0.3271759
GALAXY,22.24571,20.02445,0.5816007
GALAXY,22.33713,20.41268,0.4934883
GALAXY,22.25436,20.42133,0.4957206
GALAXY,21.84288,20.34984,0.3012412
GALAXY,23.12754,21.21698,0.638844
QSO,19.88414,19.70468,0.8679525
GALAXY,18.1291,17.46391,0.09232526
QSO,22.39084,21.10524,5.699162
GALAXY,17.37947,16.36132,0.08959211
QSO,19.24133,18.11457,0.2232722
GALAXY,18.89925,17.80486,0.1238843
GALAXY,19.07414,18.09192,0.1340231
GALAXY,21.74596,19.69285,0.404354
GALAXY,21.54334,19.77099,0.5218157
GALAXY,23.306,21.48807,0.6193984
GALAXY,22.76762,20.84788,0.6206483
GALAXY,21.55474,19.69566,0.3295193
GALAXY,21.55474,19.69566,0.3297312
GALAXY,18.27653,17.4403,0.05881766
GALAXY,20.04649,18.42651,0.2880274
GALAXY,22.44779,21.0904,0.763267
GALAXY,23.05056,21.2393,0.6047742
GALAXY,18.2167,17.15324,0.05917832
GALAXY,16.62088,15.6153,0.05912349
GALAXY,17.21457,16.24134,0.06110936
GALAXY,17.55667,16.90238,0.1280879
GALAXY,18.03158,17.49233,0.1278235
GALAXY,17.97352,17.32616,0.06656201
GALAXY,21.04585,19.24332,0.3238985
GALAXY,22.05179,20.56316,0.5206204
GALAXY,22.61036,20.65873,0.5207654
GALAXY,18.26585,17.27656,0.08215656
QSO,19.28325,19.02693,2.123236
GALAXY,18.57446,17.73863,0.152978
QSO,20.9469,20.56993,0.5785384
GALAXY,21.05984,19.27994,0.3498262
GALAXY,23.3629,21.39672,0.603718
GALAXY,20.4979,18.8157,0.2970349
GALAXY,23.91275,21.8092,0.6742068
GALAXY,19.04119,17.92526,0.1143043
QSO,19.38656,19.01174,1.200388
GALAXY,16.14879,15.28829,0.05342876
GALAXY,19.50301,18.09581,0.2039619
GALAXY,19.50301,18.09581,0.2038036
GALAXY,22.23025,20.52928,0.5119612
GALAXY,22.23025,20.52928,0.5115559
GALAXY,22.81982,21.02195,0.5535783
GALAXY,22.26164,20.07364,0.5380299
GALAXY,21.75446,20.23835,0.4935788
GALAXY,21.75446,20.23835,0.4939396
GALAXY,21.75246,20.66076,0.6383246
QSO,22.06121,22.04752,1.417516
QSO,18.27512,18.17163,1.798323
GALAXY,17.7124,16.78074,0.05899229
GALAXY,18.49628,17.88558,0.06393895
GALAXY,18.18218,17.18134,0.05360365
GALAXY,18.80007,17.87392,0.1341782
GALAXY,17.95052,17.36156,0.05408304
GALAXY,19.66661,18.16112,0.2359693
GALAXY,21.97287,20.31793,0.4542638
GALAXY,21.97287,20.31793,0.4544272
GALAXY,21.79261,20.35365,0.4949103
GALAXY,21.79261,20.35365,0.4946964
GALAXY,22.94921,21.40685,0.6379061
GALAXY,23.47925,21.30838,0.6029942
GALAXY,17.64862,17.12219,0.05896654
GALAXY,18.80863,18.04716,0.08037037
GALAXY,17.97926,17.37058,0.05784295
GALAXY,18.28352,17.43612,0.121806
GALAXY,22.57573,20.97755,0.5578812
GALAXY,20.47701,18.83526,0.3107649
GALAXY,20.47701,18.83526,0.3106622
GALAXY,18.2498,17.18097,0.09005078
GALAXY,18.2498,17.18097,0.09014817
GALAXY,22.72642,20.46907,0.5616611
GALAXY,21.23621,19.49988,0.4046328
GALAXY,21.23621,19.49988,0.4048635
GALAXY,21.7006,21.18124,0.2219264
QSO,21.7006,21.18124,1.051415
GALAXY,16.70535,16.01615,0.05907852
GALAXY,16.70535,16.01615,0.05906865
GALAXY,18.50701,17.99262,0.05917176
GALAXY,18.50701,17.99262,0.05919437
GALAXY,20.8914,19.1341,0.3325386
GALAXY,22.18681,20.80614,0.6498547
GALAXY,16.92597,16.09057,0.08557022
GALAXY,16.92597,16.09057,0.08559856
GALAXY,17.55616,16.56343,0.07714523
GALAXY,17.55616,16.56343,0.07716456
GALAXY,18.28259,17.10473,0.1286384
GALAXY,18.28259,17.10473,0.12847
GALAXY,18.578,17.46142,0.1275816
GALAXY,18.578,17.46142,0.1275972
GALAXY,18.60627,17.41061,0.1278086
GALAXY,18.60627,17.41061,0.1278603
GALAXY,19.00041,17.94468,0.1291595
GALAXY,19.00041,17.94468,0.1291821
GALAXY,18.35448,17.14821,0.1298075
GALAXY,18.35448,17.14821,0.1298038
GALAXY,18.71534,17.86104,0.07958206
GALAXY,18.71534,17.86104,0.07962976
GALAXY,19.97262,18.38289,0.2374146
QSO,20.49308,20.19547,2.469967
GALAXY,22.45746,20.77364,0.4808749
GALAXY,21.24069,19.47632,0.3394055
GALAXY,22.58781,21.16472,0.4801589
GALAXY,22.08591,20.34094,0.4749611
GALAXY,21.85289,20.56108,0.5887665
GALAXY,21.19634,19.33834,0.340911
GALAXY,22.62977,21.10286,0.5971743
GALAXY,23.55447,21.30529,0.5711648
GALAXY,17.36899,16.48872,0.05921793
GALAXY,17.36899,16.48872,0.0591943
GALAXY,18.50128,17.84136,0.05902996
GALAXY,18.50128,17.84136,0.05902692
GALAXY,17.12211,16.34555,0.03775662
GALAXY,17.12211,16.34555,0.03775897
GALAXY,17.6861,16.80611,0.0831643
GALAXY,17.6861,16.80611,0.08316392
GALAXY,17.59382,17.2054,0.05240992
GALAXY,17.59382,17.2054,0.05240306
GALAXY,18.49596,17.93882,0.05917928
GALAXY,18.49596,17.93882,0.05915448
GALAXY,20.14876,18.38157,0.3148325
GALAXY,20.14876,18.38157,0.3147551
QSO,22.3273,22.34383,0.3770313
QSO,20.87159,20.73837,2.383936
GALAXY,18.63921,17.80057,0.1119038
QSO,21.92247,21.90327,1.489929
GALAXY,21.48279,20.39793,0.5532969
GALAXY,21.48279,20.39793,0.5535262
GALAXY,24.46779,21.94851,0.5883086
GALAXY,18.75037,17.7229,0.1477828
GALAXY,18.94367,17.6926,0.2033348
QSO,18.95267,18.78451,2.170259
QSO,18.95267,18.78451,2.163388
GALAXY,18.19468,17.53355,0.139715
GALAXY,22.30234,20.52329,0.5330284
GALAXY,22.98934,20.78798,0.5841374
GALAXY,22.26801,20.76867,0.583831
GALAXY,23.46278,21.31503,0.6610215
GALAXY,19.78308,18.12118,0.2804092
GALAXY,16.63334,16.0846,0.06057921
GALAXY,17.76009,17.07383,0.1125108
GALAXY,17.76009,17.07383,0.1125573
GALAXY,17.91455,16.9189,0.1107222
GALAXY,21.68316,20.09795,0.4790874
GALAXY,21.61066,20.52533,0.2009249
GALAXY,21.69023,19.96665,0.4963781
GALAXY,22.04148,20.55357,0.5521016
GALAXY,22.2191,20.47349,0.4810135
GALAXY,22.2191,20.47349,0.4809342
GALAXY,18.32075,17.5495,0.07179555
QSO,21.06938,20.73258,1.534254
QSO,21.96976,21.90709,2.720433
GALAXY,21.61545,21.45337,0.5459867
GALAXY,23.40105,21.1992,0.6160841
GALAXY,23.46023,21.38926,0.7099911
GALAXY,23.46023,21.38926,0.710804
GALAXY,19.85582,18.27447,0.2956245
GALAXY,17.35339,16.38054,0.09198689
GALAXY,17.71924,17.34147,0.1113305
GALAXY,18.3302,16.9742,0.2049624
GALAXY,18.86381,17.81382,0.1365015
GALAXY,17.94205,17.29037,0.1107738
GALAXY,22.9269,21.31809,0.7176757
GALAXY,23.38657,20.43754,0.7593973
GALAXY,17.75297,16.69404,0.1175458
GALAXY,17.8516,17.50131,0.04821479
GALAXY,18.60038,17.29918,0.2118661
GALAXY,18.07545,17.20976,0.1116795
QSO,21.65142,21.5315,2.093476
GALAXY,21.85989,20.22553,0.5125091
GALAXY,23.20992,21.2528,0.5826526
GALAXY,18.2229,17.30613,0.1106719
GALAXY,18.34123,17.34396,0.1097242
GALAXY,22.26914,20.1904,0.5046131
GALAXY,21.46628,19.83655,0.4865606
GALAXY,17.80487,17.13454,0.0801296
GALAXY,17.61273,16.58268,0.1102577
GALAXY,17.37255,16.42651,0.1123513
GALAXY,18.03316,17.41708,0.1063999
GALAXY,18.47157,17.69625,0.1150533
GALAXY,21.53864,20.64606,0.6160418
GALAXY,22.11709,20.36472,0.5055398
QSO,21.57454,20.49233,3.575913
GALAXY,21.07421,19.20852,0.4182091
QSO,23.60648,21.69923,5.470691
GALAXY,21.47881,20.84624,0.5974225
GALAXY,17.92977,17.60232,0.1441328
GALAXY,18.12377,17.29418,0.1429643
GALAXY,17.06512,16.67091,0.0718729
GALAXY,18.07643,17.12346,0.111637
GALAXY,18.28036,17.29891,0.1076341
GALAXY,18.27767,17.28796,0.1102633
GALAXY,18.37469,17.45294,0.1439131
GALAXY,16.5623,15.99183,0.0478534
GALAXY,16.6174,15.50859,0.1445221
GALAXY,17.92103,17.28487,0.1098806
GALAXY,21.96811,20.50488,0.5239483
QSO,22.25655,20.72832,3.794306
GALAXY,21.45526,19.79785,0.5066618
GALAXY,22.18353,20.9281,0.550066
GALAXY,21.07339,19.18404,0.4180883
GALAXY,21.37992,20.70268,0.2475042
GALAXY,18.8028,17.72887,0.2292247
GALAXY,16.73947,16.22085,0.04847878
GALAXY,18.11438,16.98897,0.1418289
GALAXY,18.96309,17.59393,0.2484051
QSO,20.09757,19.28093,0.30715
QSO,20.14136,20.05376,2.235472
QSO,19.89684,19.6681,2.204846
GALAXY,21.29424,20.5942,0.704844
GALAXY,21.9657,20.57079,0.5661596
GALAXY,22.71784,20.64588,0.5241045
QSO,18.38116,18.22417,1.55342
GALAXY,18.38581,17.31966,0.1366366
GALAXY,17.74008,16.88623,0.1415571
GALAXY,21.81281,20.84772,0.7092143
GALAXY,20.79764,19.04418,0.4183977
GALAXY,17.48827,16.94899,0.07219684
GALAXY,18.22161,17.77917,0.1086536
GALAXY,18.45008,17.45572,0.1352276
GALAXY,21.99382,20.20685,0.4441758
GALAXY,21.92244,20.43995,0.4613384
GALAXY,21.63794,20.37475,0.5888821
GALAXY,16.84673,16.15231,0.08995692
GALAXY,18.12757,17.3841,0.1534322
GALAXY,19.09102,17.85304,0.1351384
QSO,21.04904,20.65088,0.7287986
QSO,20.82942,20.6429,2.696135
QSO,18.98842,18.79165,1.400813
GALAXY,18.17091,17.39276,0.1533802
GALAXY,16.16198,15.2931,0.04833366
GALAXY,16.16198,15.2931,0.04837527
GALAXY,16.61812,15.80478,0.04824659
GALAXY,19.20592,17.82235,0.2312958
GALAXY,19.20592,17.82235,0.2313099
GALAXY,19.33731,17.87895,0.2324476
GALAXY,18.4204,17.59736,0.08985756
QSO,21.22758,21.142,1.580078
QSO,21.12614,21.04551,2.264032
QSO,21.6495,20.9202,3.349479
GALAXY,22.21499,20.28481,0.6334882
QSO,18.43359,18.28495,1.845218
GALAXY,18.8458,17.42977,0.2334666
QSO,20.40343,20.28494,0.6849763
GALAXY,22.15419,20.45553,0.695786
GALAXY,22.04749,20.52393,0.6475998
QSO,26.39752,24.55777,0.9881693
GALAXY,18.60715,17.59906,0.1399861
GALAXY,18.60715,17.59906,0.1399085
GALAXY,16.25747,15.74508,0.02400916
GALAXY,18.42847,17.33662,0.1390039
GALAXY,18.10186,17.15471,0.1860399
GALAXY,18.21118,17.01922,0.1704433
GALAXY,18.21118,17.01922,0.1704056
GALAXY,18.28825,17.5262,0.08913726
GALAXY,21.33508,20.68398,0.6633315
GALAXY,23.14791,21.16625,0.6334805
GALAXY,21.84912,20.25613,0.7057563
QSO,21.75685,21.68493,1.451618
GALAXY,20.55836,18.68623,0.4339001
GALAXY,20.55836,18.68623,0.4341841
GALAXY,22.81154,21.0606,0.6544504
GALAXY,16.42438,15.9285,0.04810444
GALAXY,18.96899,17.54462,0.2361126
GALAXY,18.96899,17.54462,0.2361294
GALAXY,17.1346,16.26684,0.07184216
GALAXY,17.1346,16.26684,0.07183648
GALAXY,19.05935,17.60921,0.2336668
GALAXY,19.89704,18.28137,0.3309998
GALAXY,19.89704,18.28137,0.3306948
GALAXY,21.70849,20.04836,0.4686894
GALAXY,21.94688,21.53362,0.1722319
GALAXY,22.16075,20.45163,0.4578393
GALAXY,21.02538,19.28862,0.3657254
QSO,21.70003,20.28295,3.869271
QSO,21.70003,20.28295,3.937688
QSO,21.70003,20.28295,3.936128
GALAXY,22.04457,20.739,0.7958791
GALAXY,22.49021,20.8863,0.5091738
GALAXY,22.8074,20.09529,0.7930852
GALAXY,17.29809,16.54661,0.10073
GALAXY,17.29809,16.54661,0.1007091
GALAXY,18.21166,17.62963,0.08326093
GALAXY,18.21166,17.62963,0.08330234
GALAXY,20.93125,19.19233,0.4079434
GALAXY,22.5292,20.91993,0.651799
GALAXY,21.42189,20.93767,0.7740284
GALAXY,21.60311,20.10631,0.4701857
GALAXY,21.95905,20.19113,0.6401647
GALAXY,18.93962,17.73409,0.1689866
GALAXY,18.93962,17.73409,0.1688686
GALAXY,21.79354,20.07266,0.458873
GALAXY,21.28649,19.48757,0.4863941
GALAXY,21.28649,19.48757,0.4865626
QSO,21.85475,21.67881,0.07027057
QSO,19.5665,19.30086,0.5730332
QSO,19.5665,19.30086,0.5732443
GALAXY,18.19063,17.15259,0.1459707
GALAXY,18.19063,17.15259,0.1459934
QSO,20.31315,18.59398,0.4092779
QSO,20.31315,18.59398,0.4091547
QSO,21.72609,22.0033,2.357485
GALAXY,22.14959,20.92251,0.7179149
GALAXY,22.18652,20.21101,0.4869029
GALAXY,21.99811,20.7263,0.5549842
GALAXY,22.81681,20.8395,0.5513933
GALAXY,23.43664,22.35322,0.4285018
GALAXY,23.43664,22.35322,0.4285063
GALAXY,18.52712,17.41953,0.1550647
GALAXY,18.52712,17.41953,0.1550318
GALAXY,18.50315,17.81222,0.1700457
GALAXY,18.50315,17.81222,0.1700708
QSO,24.84063,24.07477,0.2051562
QSO,24.53414,22.96204,1.467435
GALAXY,15.61818,15.41421,0
QSO,25.15044,22.40099,1.211132
QSO,19.86632,19.80967,2.127994
GALAXY,20.27348,19.87477,0.169056
GALAXY,18.61294,17.88917,0.1090343
GALAXY,18.61294,17.88917,0.109002
GALAXY,18.61294,17.88917,0.1090748
QSO,19.57263,19.32621,2.086113
QSO,19.57263,19.32621,2.089301
QSO,22.15156,21.54464,0.8334417
GALAXY,22.25629,21.93526,0.8560353
GALAXY,22.06734,20.43901,0.05373597
GALAXY,21.68955,20.86932,0.2437971
GALAXY,22.48935,20.36791,0.98269
QSO,22.48935,20.36791,1.48402
GALAXY,21.12282,19.28773,1.001244
QSO,21.12282,19.28773,1.064884
GALAXY,21.18512,19.10863,0.9888407
QSO,18.68376,16.84261,1.600258
GALAXY,18.68376,16.84261,0.5393306
GALAXY,21.11154,19.1587,0.9613273
QSO,22.80661,20.57335,0.9936484
GALAXY,21.3379,19.35242,0.9693719
GALAXY,23.78021,20.92316,0.869458
GALAXY,21.50187,19.301,0.9397626
QSO,21.50187,19.301,1.465157
GALAXY,21.4564,19.08399,0.8140511
QSO,21.4564,19.08399,0.6859608
GALAXY,20.5863,18.61079,0.7574083
GALAXY,21.93433,19.79359,0.9756057
GALAXY,22.14872,20.24811,0.5977979
GALAXY,22.14872,20.24811,0.0001161955
GALAXY,18.00359,16.20469,0.0002393494
GALAXY,21.18813,19.40374,0.9936339
GALAXY,21.4158,19.53131,0.6023413
GALAXY,21.4158,19.53131,0.9277373
QSO,22.74666,20.62891,0.3856471
QSO,22.04153,20.11823,0.1863101
QSO,22.04153,20.11823,0.2936296
GALAXY,19.84562,19.11173,0.4881368
GALAXY,21.95656,20.14966,-1.101651E-05
QSO,19.84308,19.6684,1.580347
QSO,20.24035,20.07786,2.186897
QSO,20.32317,20.19798,1.007396
QSO,20.24953,19.38676,6.540547
GALAXY,22.9913,20.98946,0.00103959
GALAXY,19.78071,17.99318,0.9685854
QSO,20.96994,18.83275,0.6985361
GALAXY,20.96994,18.83275,0.8821338
QSO,21.56291,19.65338,1.596901
GALAXY,21.56291,19.65338,0.9947878
QSO,21.98789,20.15216,7.011245
QSO,19.83279,18.88312,0.1209655
GALAXY,20.49937,19.47652,0.107598
GALAXY,20.49937,19.47652,0.1075606
GALAXY,20.53506,19.41816,0.5734205
GALAXY,22.47252,20.16461,0.9991893
QSO,21.80236,20.66657,1.137963
QSO,21.09925,20.0016,0.184409
QSO,21.54789,20.50191,2.783346
GALAXY,21.76554,20.04612,0
GALAXY,19.47281,18.15814,0
GALAXY,19.66172,18.61402,-1.903825E-05
GALAXY,20.88455,20.084,0.593474
GALAXY,22.37032,20.50192,-5.395853E-05
QSO,20.49499,20.52262,2.395305
QSO,20.49809,19.85955,1.25692
QSO,20.60057,20.41176,0.9160109
QSO,19.9788,19.87039,1.488028
QSO,20.55565,20.39256,2.547397
QSO,19.99287,19.74402,1.578517
GALAXY,20.25508,19.91791,0.1671055
QSO,20.20766,20.00717,2.228659
QSO,20.2393,19.81931,0.959527
QSO,20.04295,20.18428,0.5943226
QSO,19.99164,20.04996,0.5488548
QSO,20.22038,19.88976,4.289773
QSO,20.20967,19.84443,1.109136
